Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
K. Gameiro,30,France,83,83,Atlético Madrid,ST,80,51,59,81,74,80,59,51,74,59,81,80,81,80,62,80,59,51,74,59,81,80,81,80,62,81
L. Piszczek,32,Poland,83,83,Borussia Dortmund,CB,74,80,79,74,75,74,81,80,75,79,74,76,74,75,81,74,81,80,75,79,74,76,74,75,81,74
E. Garay,30,Argentina,83,83,Valencia CF,CB,64,81,77,63,70,64,74,81,70,77,63,63,66,61,72,64,74,81,70,77,63,63,66,61,72,66
A. Valencia,31,Ecuador,83,83,Manchester United,RB,76,79,80,77,77,76,82,79,77,80,77,80,75,78,82,76,82,79,77,80,77,80,75,78,82,75
K. Schmeichel,30,Denmark,83,84,Leicester City,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Dembélé,29,Belgium,83,83,Tottenham Hotspur,CDM,80,78,80,79,81,80,76,78,81,80,79,79,77,78,77,80,76,78,81,80,79,79,77,78,77,77
Borja Valero,32,Spain,83,83,Inter,CF,82,66,75,80,82,82,72,66,82,75,80,81,74,80,74,82,72,66,82,75,80,81,74,80,74,74
L. Perrin,31,France,83,83,AS Saint-Étienne,CB,68,82,79,68,72,68,79,82,72,79,68,69,69,67,77,68,79,82,72,79,68,69,69,67,77,69
L. Biglia,31,Argentina,83,83,Milan,CM,76,75,81,73,80,76,78,75,80,81,73,75,68,73,79,76,78,75,80,81,73,75,68,73,79,68
Juanfran,32,Spain,83,83,Atlético Madrid,RB,73,78,78,72,75,73,81,78,75,78,72,76,69,74,81,73,81,78,75,78,72,76,69,74,81,69
Diego López,35,Spain,83,83,RCD Espanyol,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Santi Cazorla,32,Spain,83,83,Arsenal,CDM,82,64,72,80,81,82,69,64,81,72,80,81,75,81,72,82,69,64,81,72,80,81,75,81,72,75
J. Mascherano,33,Argentina,83,83,FC Barcelona,CDM,68,80,81,65,73,68,78,80,73,81,65,67,63,65,77,68,78,80,73,81,65,67,63,65,77,63
W. Sneijder,33,Netherlands,83,83,OGC Nice,CAM,81,47,62,79,78,81,58,47,78,62,79,79,72,80,63,81,58,47,78,62,79,79,72,80,63,72
Nani,30,Portugal,83,83,Lazio,LM,82,41,56,81,76,82,53,41,76,56,81,81,76,82,59,82,53,41,76,56,81,81,76,82,59,76
D. De Rossi,33,Italy,83,83,Roma,CDM,71,81,81,69,76,71,78,81,76,81,69,69,69,67,76,71,78,81,76,81,69,69,69,67,76,69
José Reina,34,Spain,83,83,Napoli,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaresma,33,Portugal,83,83,Beşiktaş JK,LM,81,37,52,80,74,81,50,37,74,52,80,81,74,82,57,81,50,37,74,52,80,81,74,82,57,74
Y. Touré,34,Ivory Coast,83,83,Manchester City,CDM,80,74,77,80,80,80,72,74,80,77,80,77,79,77,73,80,72,74,80,77,80,77,79,77,73,79
Casillas,36,Spain,83,83,FC Porto,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Donnarumma,18,Italy,82,94,Milan,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Sané,21,Germany,82,91,Manchester City,LM,80,50,57,81,72,80,59,50,72,57,81,81,80,82,63,80,59,50,72,57,81,81,80,82,63,80
T. Bakayoko,22,France,82,88,Chelsea,CM,71,80,81,69,76,71,78,80,76,81,69,71,65,68,77,71,78,80,76,81,69,71,65,68,77,65
C. Tolisso,22,France,82,89,FC Bayern Munich,CDM,79,78,79,79,81,79,76,78,81,79,79,78,79,77,77,79,76,78,81,79,79,78,79,77,77,79
I. Slimani,29,Algeria,82,82,Leicester City,ST,74,61,63,77,72,74,59,61,72,63,77,74,80,74,61,74,59,61,72,63,77,74,80,74,61,80
N. Fekir,23,France,82,85,Olympique Lyonnais,ST,81,48,58,80,74,81,54,48,74,58,80,79,77,81,59,81,54,48,74,58,80,79,77,81,59,77
J. Seri,25,Ivory Coast,82,83,OGC Nice,CDM,81,73,78,79,81,81,76,73,81,78,79,80,75,79,77,81,76,73,81,78,79,80,75,79,77,75
K. Baldé Diao,22,Senegal,82,90,AS Monaco,ST,80,46,55,81,72,80,56,46,72,55,81,81,79,82,60,80,56,46,72,55,81,81,79,82,60,79
J. Tah,21,Germany,82,88,Bayer 04 Leverkusen,CB,57,81,75,54,64,57,73,81,64,75,54,57,52,53,70,57,73,81,64,75,54,57,52,53,70,52
F. Bernardeschi,23,Italy,82,88,Juventus,LM,81,47,59,81,75,81,58,47,75,59,81,81,76,82,63,81,58,47,75,59,81,81,76,82,63,76
T. Werner,21,Germany,82,87,RB Leipzig,ST,77,46,53,80,68,77,55,46,68,53,80,78,81,80,59,77,55,46,68,53,80,78,81,80,59,81
André Gomes,23,Portugal,82,88,FC Barcelona,CAM,79,74,78,77,80,79,72,74,80,78,77,76,75,75,73,79,72,74,80,78,77,76,75,75,73,75
A. Martial,21,France,82,90,Manchester United,ST,79,55,60,81,72,79,62,55,72,60,81,80,81,82,65,79,62,55,72,60,81,80,81,82,65,81
L. Goretzka,22,Germany,82,88,FC Schalke 04,CDM,80,77,80,79,81,80,80,77,81,80,79,80,77,79,80,80,80,77,81,80,79,80,77,79,80,77
Q. Promes,25,Netherlands,82,85,Spartak Moscow,LM,81,46,55,81,73,81,56,46,73,55,81,81,78,82,60,81,56,46,73,55,81,81,78,82,60,78
Lucas Vázquez,26,Spain,82,83,Real Madrid CF,RM,81,51,63,81,78,81,62,51,78,63,81,82,76,82,67,81,62,51,78,63,81,82,76,82,67,76
Saúl,22,Spain,82,90,Atlético Madrid,RM,80,78,79,79,81,80,78,78,81,79,79,79,77,78,78,80,78,78,81,79,79,79,77,78,78,77
Felipe,28,Brazil,82,82,FC Porto,CB,59,81,77,56,65,59,75,81,65,77,56,60,57,57,73,59,75,81,65,77,56,60,57,57,73,57
C. Bacca,30,Colombia,82,82,Villarreal CF,ST,75,44,50,78,66,75,49,44,66,50,78,75,80,77,53,75,49,44,66,50,78,75,80,77,53,80
F. Vázquez,28,Italy,82,82,Sevilla FC,CF,81,57,66,80,78,81,60,57,78,66,80,79,77,79,64,81,60,57,78,66,80,79,77,79,64,77
M. Kovačić,23,Croatia,82,88,Real Madrid CF,CDM,81,65,74,78,81,81,71,65,81,74,78,80,71,79,74,81,71,65,81,74,78,80,71,79,74,71
Sergio Rico,23,Spain,82,87,Sevilla FC,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Manu Trigueros,25,Spain,82,85,Villarreal CF,CAM,81,69,74,80,81,81,71,69,81,74,80,79,77,78,73,81,71,69,81,74,80,79,77,78,73,77
A. Rüdiger,24,Germany,82,86,Chelsea,RB,59,81,75,58,64,59,76,81,64,75,58,62,58,59,74,59,76,81,64,75,58,62,58,59,74,58
F. Thauvin,24,France,82,85,Olympique de Marseille,RM,81,50,59,81,75,81,59,50,75,59,81,81,78,82,63,81,59,50,75,59,81,81,78,82,63,78
S. Savić,26,Montenegro,82,86,Atlético Madrid,CB,53,81,74,52,60,53,72,81,60,74,52,54,53,51,68,53,72,81,60,74,52,54,53,51,68,53
Iñigo Martínez,26,Spain,82,86,Real Sociedad,CB,62,81,77,62,67,62,75,81,67,77,62,62,63,60,73,62,75,81,67,77,62,62,63,60,73,63
Roque Mesa,28,Spain,82,82,Swansea City,CM,76,74,81,73,79,76,78,74,79,81,73,77,67,74,80,76,78,74,79,81,73,77,67,74,80,67
A. Florenzi,26,Italy,82,84,Roma,CM,80,76,79,80,80,80,80,76,80,79,80,81,79,81,80,80,80,76,80,79,80,81,79,81,80,79
D. Klaassen,24,Netherlands,82,85,Everton,CAM,79,71,75,79,80,79,73,71,80,75,79,78,79,77,73,79,73,71,80,75,79,78,79,77,73,79
K. Bellarabi,27,Germany,82,82,Bayer 04 Leverkusen,RM,80,48,57,81,72,80,58,48,72,57,81,80,77,82,63,80,58,48,72,57,81,80,77,82,63,77
R. Sterling,22,England,82,87,Manchester City,LM,80,53,61,80,74,80,64,53,74,61,80,81,74,81,67,80,64,53,74,61,80,81,74,81,67,74
Suso,23,Spain,82,87,Milan,RW,82,37,53,81,75,82,53,37,75,53,81,82,74,82,58,82,53,37,75,53,81,82,74,82,58,74
Deulofeu,23,Spain,82,89,FC Barcelona,RW,80,41,53,80,72,80,55,41,72,53,80,81,74,82,60,80,55,41,72,53,80,81,74,82,60,74
E. Dier,23,England,82,87,Tottenham Hotspur,CM,68,81,78,67,72,68,77,81,72,78,67,69,68,66,76,68,77,81,72,78,67,69,68,66,76,68
M. Rojo,27,Argentina,82,83,Manchester United,LB,66,80,77,66,69,66,77,80,69,77,66,68,67,66,76,66,77,80,69,77,66,68,67,66,76,67
Lucas,24,Brazil,82,85,Paris Saint-Germain,LW,79,55,62,79,74,79,64,55,74,62,79,80,75,81,67,79,64,55,74,62,79,80,75,81,67,75
H. Son,24,Korea Republic,82,85,Tottenham Hotspur,ST,81,43,54,82,73,81,54,43,73,54,82,81,80,82,59,81,54,43,73,54,82,81,80,82,59,80
F. Acerbi,29,Italy,82,82,Sassuolo,CB,59,81,77,57,66,59,73,81,66,77,57,57,58,53,70,59,73,81,66,77,57,57,58,53,70,58
G. Xhaka,24,Switzerland,82,85,Arsenal,CDM,75,73,79,73,80,75,71,73,80,79,73,72,69,70,73,75,71,73,80,79,73,72,69,70,73,69
Jonathan Viera,27,Spain,82,82,UD Las Palmas,CAM,83,60,70,81,81,83,68,60,81,70,81,82,75,82,72,83,68,60,81,70,81,82,75,82,72,75
Pizzi,27,Portugal,82,82,SL Benfica,RM,82,64,74,81,81,82,71,64,81,74,81,82,75,81,74,82,71,64,81,74,81,82,75,81,74,75
Willian José,25,Brazil,82,86,Real Sociedad,ST,75,53,56,78,68,75,53,53,68,56,78,73,81,75,56,75,53,53,68,56,78,73,81,75,56,81
O. Baumann,27,Germany,82,84,TSG 1899 Hoffenheim,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Medel,29,Chile,82,82,Beşiktaş JK,CB,68,80,80,65,74,68,78,80,74,80,65,68,62,65,77,68,78,80,74,80,65,68,62,65,77,62
Víctor Ruíz,28,Spain,82,83,Villarreal CF,CB,59,81,78,57,66,59,75,81,66,78,57,60,57,57,73,59,75,81,66,78,57,60,57,57,73,57
X. Shaqiri,25,Switzerland,82,85,Stoke City,RW,81,55,66,80,77,81,64,55,77,66,80,80,74,80,68,81,64,55,77,66,80,80,74,80,68,74
J. Cuadrado,29,Colombia,82,82,Juventus,RM,79,65,69,80,75,79,72,65,75,69,80,80,76,81,74,79,72,65,75,69,80,80,76,81,74,76
C. Immobile,27,Italy,82,83,Lazio,ST,75,54,56,79,67,75,56,54,67,56,79,74,81,76,58,75,56,54,67,56,79,74,81,76,58,81
Douglas Costa,26,Brazil,82,82,Juventus,RM,80,46,57,80,73,80,57,46,73,57,80,80,76,81,61,80,57,46,73,57,80,80,76,81,61,76
N. Clyne,26,England,82,84,Liverpool,RB,73,78,77,72,74,73,81,78,74,77,72,75,70,74,81,73,81,78,74,77,72,75,70,74,81,70
Iborra,29,Spain,82,82,Leicester City,CAM,73,81,81,73,78,73,74,81,78,81,73,71,75,69,74,73,74,81,78,81,73,71,75,69,74,75
K. Trapp,26,Germany,82,84,Paris Saint-Germain,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Wanyama,26,Kenya,82,85,Tottenham Hotspur,CM,72,82,81,71,75,72,78,82,75,81,71,72,72,70,78,72,78,82,75,81,71,72,72,70,78,72
Taison,29,Brazil,82,82,Shakhtar Donetsk,CAM,81,55,64,81,76,81,63,55,76,64,81,81,77,82,66,81,63,55,76,64,81,81,77,82,66,77
Marlos,29,Brazil,82,82,Shakhtar Donetsk,RM,82,56,65,81,77,82,64,56,77,65,81,81,76,82,68,82,64,56,77,65,81,81,76,82,68,76
L. Stindl,28,Germany,82,82,Borussia Mönchengladbach,CAM,81,68,74,82,80,81,71,68,80,74,82,80,80,80,73,81,71,68,80,74,82,80,80,80,73,80
M. Balotelli,26,Italy,82,82,OGC Nice,ST,76,46,52,78,68,76,50,46,68,52,78,75,79,77,54,76,50,46,68,52,78,75,79,77,54,79
A. Ramsey,26,Wales,82,83,Arsenal,RM,79,69,75,78,80,79,73,69,80,75,78,79,75,78,75,79,73,69,80,75,78,79,75,78,75,75
W. Szczęsny,27,Poland,82,84,Juventus,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Sigurðsson,27,Iceland,82,82,Everton,LM,80,59,67,79,78,80,66,59,78,67,79,80,77,80,69,80,66,59,78,67,79,80,77,80,69,77
Y. Brahimi,27,Algeria,82,82,FC Porto,LM,81,45,57,80,75,81,56,45,75,57,80,80,73,81,61,81,56,45,75,57,80,80,73,81,61,73
M. Arnautović,28,Austria,82,82,West Ham United,LW,79,63,68,79,77,79,64,63,77,68,79,80,78,80,68,79,64,63,77,68,79,80,78,80,68,78
J. Henderson,27,England,82,84,Liverpool,CM,78,77,81,76,81,78,79,77,81,81,76,78,74,76,80,78,79,77,81,81,76,78,74,76,80,74
M. Kruse,29,Germany,82,82,SV Werder Bremen,CAM,83,52,63,82,79,83,59,52,79,63,82,82,80,82,64,83,59,52,79,63,82,82,80,82,64,80
O. Karnezis,31,Greece,82,82,Watford,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Fejsa,28,Serbia,82,82,SL Benfica,CM,66,80,80,64,72,66,74,80,72,80,64,65,64,62,74,66,74,80,72,80,64,65,64,62,74,64
F. Muslera,31,Uruguay,82,82,Galatasaray SK,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Ćorluka,31,Croatia,82,82,Lokomotiv Moscow,CB,63,80,77,62,69,63,76,80,69,77,62,65,62,62,74,63,76,80,69,77,62,65,62,62,74,62
G. Wijnaldum,26,Netherlands,82,85,Liverpool,CAM,81,70,74,81,80,81,74,70,80,74,81,80,78,80,75,81,74,70,80,74,81,80,78,80,75,78
F. Fazio,30,Argentina,82,82,Roma,CB,52,81,75,52,61,52,70,81,61,75,52,53,56,49,67,52,70,81,61,75,52,53,56,49,67,56
O. Giroud,30,France,82,82,Arsenal,ST,75,55,59,77,71,75,53,55,71,59,77,72,80,73,56,75,53,55,71,59,77,72,80,73,56,80
B. Ivanović,33,Serbia,82,82,Zenit St. Petersburg,RB,64,81,76,64,68,64,76,81,68,76,64,66,67,64,74,64,76,81,68,76,64,66,67,64,74,67
J. Hernández,29,Mexico,82,82,West Ham United,ST,76,46,51,79,68,76,52,46,68,51,79,75,80,77,55,76,52,46,68,51,79,75,80,77,55,80
Beñat,30,Spain,82,82,Athletic Club de Bilbao,CM,78,68,76,76,81,78,71,68,81,76,76,77,72,75,73,78,71,68,81,76,76,77,72,75,73,72
L. Bender,28,Germany,82,83,Bayer 04 Leverkusen,CM,73,80,80,72,77,73,79,80,77,80,72,73,71,71,79,73,79,80,77,80,72,73,71,71,79,71
A. Witsel,28,Belgium,82,82,,CAM,79,76,79,78,80,79,76,76,80,79,78,78,77,78,77,79,76,76,80,79,78,78,77,78,77,77
C. Bravo,34,Chile,82,82,Manchester City,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Begović,30,Bosnia Herzegovina,82,82,Bournemouth,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Naldo,34,Brazil,82,82,FC Schalke 04,CB,65,80,76,67,69,65,75,80,69,76,67,63,71,63,72,65,75,80,69,76,67,63,71,63,72,71
D. Sturridge,27,England,82,82,Liverpool,ST,78,44,51,80,70,78,49,44,70,51,80,76,80,78,52,78,49,44,70,51,80,76,80,78,52,80
D. Rose,26,England,82,83,Tottenham Hotspur,LWB,74,79,79,73,75,74,81,79,75,79,73,76,70,75,81,74,81,79,75,79,73,76,70,75,81,70
C. Vela,28,Mexico,82,82,Real Sociedad,ST,80,44,54,80,72,80,53,44,72,54,80,80,78,81,57,80,53,44,72,54,80,80,78,81,57,78
E. Viviano,31,Italy,82,82,Sampdoria,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Castro,30,Germany,82,82,Borussia Dortmund,RM,80,72,78,78,81,80,77,72,81,78,78,79,73,79,78,80,77,72,81,78,78,79,73,79,78,73
S. Nasri,30,France,82,82,Antalyaspor,RM,81,48,60,80,76,81,60,48,76,60,80,80,74,81,64,81,60,48,76,60,80,80,74,81,64,74
A. Williams,32,Wales,82,82,Everton,CB,58,80,76,56,65,58,72,80,65,76,56,57,57,54,69,58,72,80,65,76,56,57,57,54,69,57
S. Mandanda,32,France,82,82,Olympique de Marseille,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Baines,32,England,82,82,Everton,LB,76,77,79,76,78,76,80,77,78,79,76,77,74,76,80,76,80,77,78,79,76,77,74,76,80,74
A. Consigli,30,Italy,82,82,Sassuolo,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
João Moutinho,30,Portugal,82,82,AS Monaco,CAM,79,71,76,77,80,79,74,71,80,76,77,78,75,78,75,79,74,71,80,76,77,78,75,78,75,75
B. Costil,29,France,82,82,Girondins de Bordeaux,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Raúl Albiol,31,Spain,82,82,Napoli,CB,56,81,75,55,63,56,72,81,63,75,55,55,55,53,69,56,72,81,63,75,55,55,55,53,69,55
J. Hart,30,England,82,82,West Ham United,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Gómez,31,Germany,82,82,VfL Wolfsburg,ST,72,48,50,76,65,72,49,48,65,50,76,72,80,74,52,72,49,48,65,50,76,72,80,74,52,80
Raffael,32,Brazil,82,82,Borussia Mönchengladbach,ST,83,54,64,82,79,83,60,54,79,64,82,81,78,82,64,83,60,54,79,64,82,81,78,82,64,78
A. Turan,30,Turkey,82,82,FC Barcelona,LW,81,68,72,80,79,81,70,68,79,72,80,80,76,80,72,81,70,68,79,72,80,80,76,80,72,76
Fernandinho,32,Brazil,82,82,Manchester City,RB,77,77,80,75,79,77,77,77,79,80,75,76,73,75,78,77,77,77,79,80,75,76,73,75,78,73
David Villa,35,Spain,82,82,New York City Football Club,ST,80,48,57,81,73,80,55,48,73,57,81,78,80,80,59,80,55,48,73,57,81,78,80,80,59,80
S. Lichtsteiner,33,Switzerland,82,82,Juventus,RM,71,79,78,70,74,71,80,79,74,78,70,74,68,72,80,71,80,79,74,78,70,74,68,72,80,68
R. Jarstein,32,Norway,82,82,Hertha BSC Berlin,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Jesus,20,Brazil,81,92,Manchester City,ST,81,44,54,82,73,81,53,44,73,54,82,80,80,82,58,81,53,44,73,54,82,80,80,82,58,80
Nélson Semedo,23,Portugal,81,87,FC Barcelona,RB,73,74,76,73,73,73,80,74,73,76,73,76,69,75,80,73,80,74,73,76,73,76,69,75,80,69
Gelson Martins,22,Portugal,81,88,Sporting CP,LM,79,52,60,79,73,79,64,52,73,60,79,80,73,81,68,79,64,52,73,60,79,80,73,81,68,73
Malcom,20,Brazil,81,87,Girondins de Bordeaux,RM,80,42,54,79,73,80,53,42,73,54,79,80,76,81,58,80,53,42,73,54,79,80,76,81,58,76
J. Weigl,21,Germany,81,87,Borussia Dortmund,CM,74,74,80,69,79,74,77,74,79,80,69,73,63,70,77,74,77,74,79,80,69,73,63,70,77,63
D. Sánchez,21,Colombia,81,88,Tottenham Hotspur,CB,56,80,73,56,61,56,73,80,61,73,56,57,59,54,70,56,73,80,61,73,56,57,59,54,70,59
A. Kramarić,26,Croatia,81,83,TSG 1899 Hoffenheim,LW,78,45,52,80,70,78,52,45,70,52,80,77,80,79,56,78,52,45,70,52,80,77,80,79,56,80
M. Brozović,24,Croatia,81,85,Inter,CDM,79,70,76,78,80,79,74,70,80,76,78,78,74,78,75,79,74,70,80,76,78,78,74,78,75,74
Williams,23,Spain,81,87,Athletic Club de Bilbao,LW,79,51,57,80,72,79,58,51,72,57,80,80,79,81,61,79,58,51,72,57,80,80,79,81,61,79
Dani García,27,Spain,81,82,SD Eibar,CDM,70,73,80,67,77,70,71,73,77,80,67,68,63,65,73,70,71,73,77,80,67,68,63,65,73,63
A. Christensen,21,Denmark,81,89,Chelsea,CDM,62,80,77,58,67,62,76,80,67,77,58,64,55,60,74,62,76,80,67,77,58,64,55,60,74,55
J. Kimmich,22,Germany,81,87,FC Bayern Munich,CDM,78,76,80,77,80,78,80,76,80,80,77,79,74,78,81,78,80,76,80,80,77,79,74,78,81,74
Bruma,22,Portugal,81,86,RB Leipzig,RM,78,48,57,78,72,78,58,48,72,57,78,80,74,80,62,78,58,48,72,57,78,80,74,80,62,74
D. Berardi,22,Italy,81,87,Sassuolo,RW,80,47,57,81,74,80,56,47,74,57,81,80,78,81,60,80,56,47,74,57,81,80,78,81,60,78
M. Sanson,22,France,81,87,Olympique de Marseille,CDM,79,75,78,78,80,79,77,75,80,78,78,79,76,78,78,79,77,75,80,78,78,79,76,78,78,76
A. Rabiot,22,France,81,86,Paris Saint-Germain,CM,78,75,78,77,80,78,74,75,80,78,77,77,75,76,75,78,74,75,80,78,77,77,75,76,75,75
R. Guerreiro,23,Portugal,81,86,Borussia Dortmund,CM,80,72,77,79,80,80,78,72,80,77,79,80,75,81,80,80,78,72,80,77,79,80,75,81,80,75
J. Vardy,30,England,81,81,Leicester City,ST,75,61,63,79,69,75,66,61,69,63,79,76,79,77,67,75,66,61,69,63,79,76,79,77,67,79
H. Ziyech,24,Morocco,81,85,Ajax,CAM,80,58,69,78,80,80,66,58,80,69,78,80,74,79,70,80,66,58,80,69,78,80,74,79,70,74
M. Keane,24,England,81,87,Everton,CB,62,80,77,61,67,62,77,80,67,77,61,65,62,62,75,62,77,80,67,77,61,65,62,62,75,62
Jorginho,25,Italy,81,84,Napoli,CM,78,71,78,75,80,78,75,71,80,78,75,78,70,75,76,78,75,71,80,78,75,78,70,75,76,70
Héctor Bellerín,22,Spain,81,88,Arsenal,RB,71,74,75,71,71,71,80,74,71,75,71,76,66,74,80,71,80,74,71,75,71,76,66,74,80,66
J. Butland,24,England,81,87,Stoke City,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Zaza,26,Italy,81,82,Valencia CF,ST,73,56,55,77,66,73,56,56,66,55,77,72,80,74,57,73,56,56,66,55,77,72,80,74,57,80
T. Meunier,25,Belgium,81,84,Paris Saint-Germain,RM,77,78,79,77,78,77,80,78,78,79,77,79,77,77,80,77,80,78,78,79,77,79,77,77,80,77
Felipe Anderson,24,Brazil,81,86,Lazio,RM,80,59,69,80,77,80,70,59,77,69,80,81,74,81,73,80,70,59,77,69,80,81,74,81,73,74
Rafinha,24,Brazil,81,86,FC Barcelona,RW,81,65,72,80,80,81,71,65,80,72,80,79,76,80,73,81,71,65,80,72,80,79,76,80,73,76
Nacho Fernández,27,Spain,81,83,Real Madrid CF,RB,60,80,76,58,65,60,78,80,65,76,58,64,57,60,77,60,78,80,65,76,58,64,57,60,77,57
J. Cillessen,28,Netherlands,81,83,FC Barcelona,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergi Roberto,25,Spain,81,86,FC Barcelona,CM,76,76,80,74,78,76,80,76,78,80,74,77,70,76,80,76,80,76,78,80,74,77,70,76,80,70
W. Ben Yedder,26,France,81,82,Sevilla FC,ST,80,48,57,81,73,80,57,48,73,57,81,80,80,81,61,80,57,48,73,57,81,80,80,81,61,80
Lucas Pérez,28,Spain,81,81,RC Deportivo de La Coruña,ST,79,49,57,80,73,79,55,49,73,57,80,79,80,80,59,79,55,49,73,57,80,79,80,80,59,80
R. Barkley,23,England,81,86,Everton,RW,80,64,69,79,78,80,65,64,78,69,79,78,76,78,68,80,65,64,78,69,79,78,76,78,68,76
C. Bakambu,26,DR Congo,81,84,Villarreal CF,LM,78,51,57,80,71,78,56,51,71,57,80,79,80,80,60,78,56,51,71,57,80,79,80,80,60,80
W. Zaha,24,Ivory Coast,81,84,Crystal Palace,LM,78,47,56,78,70,78,57,47,70,56,78,80,74,80,61,78,57,47,70,56,78,80,74,80,61,74
Bartra,26,Spain,81,83,Borussia Dortmund,CB,72,80,79,70,75,72,77,80,75,79,70,70,66,69,76,72,77,80,75,79,70,70,66,69,76,66
S. Aurier,24,Ivory Coast,81,85,Tottenham Hotspur,RB,74,79,78,75,75,74,80,79,75,78,75,77,74,76,80,74,80,79,75,78,75,77,74,76,80,74
S. Coates,26,Uruguay,81,83,Sporting CP,CB,58,80,76,57,65,58,70,80,65,76,57,57,59,53,68,58,70,80,65,76,57,57,59,53,68,59
G. Krychowiak,27,Poland,81,83,West Bromwich Albion,CDM,68,80,79,66,74,68,74,80,74,79,66,67,66,65,73,68,74,80,74,79,66,67,66,65,73,66
K. Kampl,26,Slovenia,81,83,RB Leipzig,CAM,80,61,73,78,80,80,70,61,80,73,78,79,70,78,73,80,70,61,80,73,78,79,70,78,73,70
D. Lovren,27,Croatia,81,83,Liverpool,CB,56,80,75,54,63,56,73,80,63,75,54,58,54,55,72,56,73,80,63,75,54,58,54,55,72,54
A. Yarmolenko,27,Ukraine,81,81,Borussia Dortmund,RM,81,52,62,81,76,81,59,52,76,62,81,81,79,81,64,81,59,52,76,62,81,81,79,81,64,79
Y. Belhanda,27,Morocco,81,81,Galatasaray SK,LW,80,63,70,79,78,80,68,63,78,70,79,79,76,80,71,80,68,63,78,70,79,79,76,80,71,76
Mário Fernandes,26,Russia,81,82,CSKA Moscow,RM,74,79,78,74,75,74,80,79,75,78,74,76,72,75,80,74,80,79,75,78,74,76,72,75,80,72
R. Rodríguez,24,Switzerland,81,84,Milan,CB,75,76,78,73,77,75,79,76,77,78,73,76,71,75,79,75,79,76,77,78,73,76,71,75,79,71
J. Corona,24,Mexico,81,85,FC Porto,RM,80,49,58,80,74,80,59,49,74,58,80,80,75,81,63,80,59,49,74,58,80,80,75,81,63,75
Mario Gaspar,26,Spain,81,84,Villarreal CF,RB,71,78,77,72,72,71,80,78,72,77,72,74,72,73,80,71,80,78,72,77,72,74,72,73,80,72
Marcos Alonso,26,Spain,81,83,Chelsea,LB,75,77,78,75,76,75,79,77,76,78,75,77,74,76,80,75,79,77,76,78,75,77,74,76,80,74
M. Götze,25,Germany,81,85,Borussia Dortmund,CAM,82,51,64,80,79,82,58,51,79,64,80,80,75,81,63,82,58,51,79,64,80,80,75,81,63,75
L. Hrádecký,27,Finland,81,83,Eintracht Frankfurt,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Illarramendi,27,Spain,81,81,Real Sociedad,CM,77,74,80,75,80,77,75,74,80,80,75,75,70,74,76,77,75,74,80,80,75,75,70,74,76,70
De Marcos,28,Spain,81,81,Athletic Club de Bilbao,RB,75,75,77,75,76,75,80,75,76,77,75,78,73,76,81,75,80,75,76,77,75,78,73,76,81,73
C. Smalling,27,England,81,82,Manchester United,CB,58,79,73,58,62,58,74,79,62,73,58,61,60,58,71,58,74,79,62,73,58,61,60,58,71,60
Iturraspe,28,Spain,81,81,Athletic Club de Bilbao,CM,75,78,80,73,80,75,75,78,80,80,73,72,71,70,74,75,75,78,80,80,73,72,71,70,74,71
J. Wilshere,25,England,81,84,Arsenal,CDM,80,67,73,78,79,80,70,67,79,73,78,79,73,78,72,80,70,67,79,73,78,79,73,78,72,73
S. Rudy,27,Germany,81,82,FC Bayern Munich,RM,78,72,78,76,80,78,76,72,80,78,76,77,72,76,78,78,76,72,80,78,76,77,72,76,78,72
M. Lanzini,24,Argentina,81,87,West Ham United,LM,80,42,55,78,74,80,54,42,74,55,78,80,73,79,59,80,54,42,74,55,78,80,73,79,59,73
R. Boudebouz,27,Algeria,81,82,Real Betis Balompié,CAM,80,46,58,79,75,80,56,46,75,58,79,80,74,80,61,80,56,46,75,58,79,80,74,80,61,74
